criterion;lifecycle_step;name;category;avg_electricity_consumption;description;location;level;source;tier;unit;value;subscriber;version
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;17.9;NULL;NULL
WATER_USE;MANUFACTURING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;3570;NULL;NULL
RESOURCE_USE;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000376;NULL;NULL
RESOURCE_USE_FOSSILS;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1400;NULL;NULL
ACIDIFICATION;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.433;NULL;NULL
EUTROPHICATION_FRESHWATER;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0000338;NULL;NULL
EUTROPHICATION_MARINE;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.186;NULL;NULL
EUTROPHICATION_TERRESTRIAL;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;2.04;NULL;NULL
CLIMATE_CHANGE;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;98.5;NULL;NULL
IONISING_RADIATION;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.67;NULL;NULL
OZONE_DEPLETION;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000000706;NULL;NULL
PARTICULATE_MATTER;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000266;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.504;NULL;NULL
WATER_USE;TRANSPORTATION;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.785;NULL;NULL
RESOURCE_USE;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
RESOURCE_USE_FOSSILS;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
ACIDIFICATION;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_FRESHWATER;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_MARINE;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
EUTROPHICATION_TERRESTRIAL;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
CLIMATE_CHANGE;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
IONISING_RADIATION;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
OZONE_DEPLETION;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
PARTICULATE_MATTER;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
WATER_USE;USING;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0;NULL;NULL
RESOURCE_USE;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0000265;NULL;NULL
RESOURCE_USE_FOSSILS;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;224;NULL;NULL
ACIDIFICATION;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.321;NULL;NULL
EUTROPHICATION_FRESHWATER;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00041;NULL;NULL
EUTROPHICATION_MARINE;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.214;NULL;NULL
EUTROPHICATION_TERRESTRIAL;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.164;NULL;NULL
CLIMATE_CHANGE;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;17.6;NULL;NULL
IONISING_RADIATION;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.47;NULL;NULL
OZONE_DEPLETION;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000158;NULL;NULL
PARTICULATE_MATTER;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000000951;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0579;NULL;NULL
WATER_USE;END_OF_LIFE;Small AI Server (2 × NVIDIA L4);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 2 GPUs Nvidia L4 (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;6250;NULL;NULL
RESOURCE_USE;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.12;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;120000;NULL;NULL
ACIDIFICATION;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;51.1;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.0329;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;6.15;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;62.7;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;8970;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;6210;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00408;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000319;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;22;NULL;NULL
WATER_USE;MANUFACTURING;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;4290;NULL;NULL
RESOURCE_USE;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.00000909;NULL;NULL
RESOURCE_USE_FOSSILS;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;3300;NULL;NULL
ACIDIFICATION;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;1.5;NULL;NULL
EUTROPHICATION_FRESHWATER;TRANSPORTATION;Medium AI Server (4 × H100 PCIe 80G);IT equipment;10512;Rack server NO, 2 processor high-end, 4 SSD: 2048 GB each, 0 HDD, 48 RAM, 64 GB each, 4 GPUs Nvidia H100 PCIe 80 GB (Hubblo), electricty consumption based on NegaOctet server with only 1 GPU);;2-Equipement;NegaOctet-20220211 + ACV Hubblo (https://data.hubblo.org/gpu);Datacenter;Item;0.000124;NULL;NULL
