criterion;lifecycle_step;name;category;avg_electricity_consumption;description;location;level;source;tier;unit;value;subscriber;version
ACIDIFICATION;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.00320257;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000107355;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000215502;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;16.2778;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000943291;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000420252;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.0103064;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.00279331;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix DZ;electricity-mix;NULL;;Algeria;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000000697;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.412014;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.245573;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000124074;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.0113371;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.00190206;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000953959;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;5.04069;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.000484351;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000346081;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.00530032;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.00201738;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AO;electricity-mix;NULL;;Angola;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000002978;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.476811;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000768612;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.00327536;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.241544;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000030122;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;7.88884;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.00033377;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000181342;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.00365349;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.00113118;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AR;electricity-mix;NULL;;Argentina;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000336205;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.252002;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000854245;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000726222;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;1.56547;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000054582;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;9.07189;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000250116;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000209957;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00270589;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000698162;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AM;electricity-mix;NULL;;Armenia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000027096;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;1.12326;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000790846;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00631493;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.00103208;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000111701;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;12.2247;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0012538;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000127617;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0137287;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0035306;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AU;electricity-mix;NULL;;Australia;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000013598;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000141124;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000185756;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.00384439;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.00000000318657;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;2.83632;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000109517;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000128754;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000641618;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.000336152;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AT;electricity-mix;NULL;;Austria;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000109408;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.726126;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.000000092567;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.00262851;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.00168085;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000223105;NULL;NULL
RESOURCE_USE_FOSSILS;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;11.7022;NULL;NULL
EUTROPHICATION_MARINE;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.000731823;NULL;NULL
EUTROPHICATION_FRESHWATER;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000179234;NULL;NULL
EUTROPHICATION_TERRESTRIAL;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.00801466;NULL;NULL
PHOTOCHEMICAL_OZONE_FORMATION;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.0020899;NULL;NULL
OZONE_DEPLETION;MANUFACTURING;Electricity Mix AZ;electricity-mix;NULL;;Azerbaijan;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000000001161;NULL;NULL
CLIMATE_CHANGE;MANUFACTURING;Electricity Mix BH;electricity-mix;NULL;;Bahrain;0-Base data;Base IMPACTS ®Version 2.01;;;0.804567;NULL;NULL
RESOURCE_USE;MANUFACTURING;Electricity Mix BH;electricity-mix;NULL;;Bahrain;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000135014;NULL;NULL
ACIDIFICATION;MANUFACTURING;Electricity Mix BH;electricity-mix;NULL;;Bahrain;0-Base data;Base IMPACTS ®Version 2.01;;;0.00213309;NULL;NULL
IONISING_RADIATION;MANUFACTURING;Electricity Mix BH;electricity-mix;NULL;;Bahrain;0-Base data;Base IMPACTS ®Version 2.01;;;0.000147554;NULL;NULL
PARTICULATE_MATTER;MANUFACTURING;Electricity Mix BH;electricity-mix;NULL;;Bahrain;0-Base data;Base IMPACTS ®Version 2.01;;;0.0000000138262;NULL;NULL
